PCMPESTRI	vec.logic
PCMPESTRM	vec.logic
PCMPGTB	vec.logic
PCMPGTD	vec.logic
PCMPGTQ	vec.logic
PCMPGTW	vec.logic
PCMPISTRI	vec.logic
PCMPISTRM	vec.logic
PDEP	bitmanip
PEXT	bitmanip
PEXTR	vec.shuffle
PEXTRB	vec.shuffle
PEXTRW	vec.shuffle
PHADDD	vec.add
PHADDSW	vec.add
PHADDW	vec.add
PHSUBD	vec.sub
PHSUBSW	vec.sub
PHSUBW	vec.sub
PINSR	vec.shuffle
PINSRB	vec.shuffle
PINSRW	vec.shuffle
PMADDUBSW	vec.madd
PMADDWD	vec.madd
PMAXSB	vec.logic
PMAXSD	vec.logic
PMAXSW	vec.logic
PMAXUB	vec.logic
PMAXUD	vec.logic
PMAXUW	vec.logic
PMINSB	vec.logic
PMINSD	vec.logic
PMINSW	vec.logic
PMINUB	vec.logic
PMINUD	vec.logic
PMINUW	vec.logic
PMOVMSKB	vec.mov
PMULDQ	vec.mul
PMULHRSW	vec.mul
PMULHUW	vec.mul
PMULHW	vec.mul
PMULLD	vec.mul
PMULLW	vec.mul
PMULUDQ	vec.mul
POP	pop
POPA	pop
POPCNT	bitmanip
POPF	pop
POR	vec.logic
PSADBW	vec.logic
PSHUFB	vec.shuffle
PSHUFD	vec.shuffle
PSHUFHW	vec.shuffle
PSHUFLW	vec.shuffle
PSHUFW	vec.shuffle
PSIGNB	vec.logic
PSIGND	vec.logic
PSIGNW	vec.logic
PSLLDQ_i	vec.logic
PSLLD_i	vec.logic
PSLLD_r	vec.logic
PSLLQ_i	vec.logic
PSLLQ_r	vec.logic
PSLLW_i	vec.logic
PSLLW_r	vec.logic
PSRAD_i	vec.logic
PSRAD_r	vec.logic
PSRAW_i	vec.logic
PSRAW_r	vec.logic
PSRLDQ_i	vec.logic
PSRLD_i	vec.logic
PSRLD_r	vec.logic
PSRLQ_i	vec.logic
PSRLQ_r	vec.logic
PSRLW_i	vec.logic
PSRLW_r	vec.logic
PSUBB	vec.sub
PSUBD	vec.sub
PSUBQ	vec.sub
PSUBSB	vec.sub
PSUBSW	vec.sub
PSUBUSB	vec.sub
PSUBUSW	vec.sub
PSUBW	vec.sub
PUNPCKHBW	vec.shuffle
PUNPCKHDQ	vec.shuffle
PUNPCKHQDQ	vec.shuffle
PUNPCKHWD	vec.shuffle
PUNPCKLBW	vec.shuffle
PUNPCKLDQ	vec.shuffle
PUNPCKLQDQ	vec.shuffle
PUNPCKLWD	vec.shuffle
PUSH	push
PUSHA	push
PUSHF	push
PXOR	vec.logic
RCL	rol
RCR	ror
RDMSR	mov
RDPMC	mov
RDTSC	mov
RDSSP	mov
RDxxBASE	mov
RET	ret
RETF	ret
ROL	rol
ROR	ror
RORX	ror
RSM	-	restores the entire CPU state from SMRAM and transfers control; no one word covers that
SAHF	mov
SALC	setcc
SAR	shr
SARX	shr
SBB	int.sub
SCAS	cmp
SETcc	setcc
SFENCE	fence
SHA1MSG1	vec.logic
SHA1MSG2	vec.logic
SHA1NEXTE	vec.logic
SHA1RNDS4	vec.logic
SHA256MSG1	vec.logic
SHA256MSG2	vec.logic
SHA256RNDS2	vec.logic
SHL	shl
SHLD	shl
SHLX	shl
SHR	shr
SHRD	shr
SHRX	shr
STC	bitmanip
STD	bitmanip
STI	bitmanip
STMXCSR	store
STOS	store
SUB	int.sub
SYSCALL	syscall
SYSENTER	syscall
SYSEXIT	syscall
SYSRET	ret
TEST	test
TZCNT	bitmanip
UD	-	raises #UD; a rule with nothing generic to say states no word
VADD	fp.add
VADDSUB	fp.add
VAESDEC	vec.logic
VAESDECLAST	vec.logic
VAESENC	vec.logic
VAESENCLAST	vec.logic
VAESIMC	vec.logic
VAESKEYGEN	vec.logic
VBLENDPD	vec.shuffle
VBLENDPS	vec.shuffle
VBLENDVPD	vec.shuffle
VBLENDVPS	vec.shuffle
VBROADCASTx128	vec.mov
VCMP	fp.cmp
VCOMI	fp.cmp
VCVTDQ2PD	fp.cvt
VCVTDQ2PS	fp.cvt
VCVTPD2DQ	fp.cvt
VCVTPD2PS	fp.cvt
VCVTPH2PS	fp.cvt
VCVTPS2DQ	fp.cvt
VCVTPS2PD	fp.cvt
VCVTPS2PH	fp.cvt
VCVTSD2SS	fp.cvt
VCVTSI2Sx	fp.cvt
VCVTSS2SD	fp.cvt
VCVTSx2SI	fp.cvt
VCVTTPD2DQ	fp.cvt
VCVTTPS2DQ	fp.cvt
VCVTTSx2SI	fp.cvt
VDDPD	fp.madd
VDDPS	fp.madd
VDIV	fp.div
VEXTRACTPS	vec.shuffle
VEXTRACTx128	vec.shuffle
VFMADD132Px	fp.madd
VFMADD132Sx	fp.madd
VFMADD213Px	fp.madd
VFMADD213Sx	fp.madd
VFMADD231Px	fp.madd
VFMADD231Sx	fp.madd
VFMADDSUB132Px	fp.madd
VFMADDSUB213Px	fp.madd
VFMADDSUB231Px	fp.madd
VFMSUB132Px	fp.msub
VFMSUB132Sx	fp.msub
VFMSUB213Px	fp.msub
VFMSUB213Sx	fp.msub
VFMSUB231Px	fp.msub
VFMSUB231Sx	fp.msub
VFMSUBADD132Px	fp.msub
VFMSUBADD213Px	fp.msub
VFMSUBADD231Px	fp.msub
VFNMADD132Px	fp.madd
VFNMADD132Sx	fp.madd
VFNMADD213Px	fp.madd
VFNMADD213Sx	fp.madd
VFNMADD231Px	fp.madd
VFNMADD231Sx	fp.madd
VFNMSUB132Px	fp.msub
VFNMSUB132Sx	fp.msub
VFNMSUB213Px	fp.msub
VFNMSUB213Sx	fp.msub
VFNMSUB231Px	fp.msub
VFNMSUB231Sx	fp.msub
VHADD	fp.add
VHSUB	fp.sub
VINSERTPS_m	vec.shuffle
VINSERTPS_r	vec.shuffle
VINSERTx128	vec.shuffle
VMASKMOVPD	vec.mov
VMASKMOVPD_st	vec.mov
VMASKMOVPS	vec.mov
VMASKMOVPS_st	vec.mov
VMAX	fp.cmp
VMIN	fp.cmp
VMOVDDUP	vec.mov
VMOVHLPS	vec.mov
VMOVHPx	vec.mov
VMOVHPx_ld	vec.mov
VMOVHPx_st	vec.mov
VMOVLHPS	vec.mov
VMOVLPx	vec.mov
VMOVLPx_ld	vec.mov
VMOVLPx_st	vec.mov
VMOVSD_ld	fp.mov
VMOVSHDUP	vec.mov
VMOVSLDUP	vec.mov
VMOVSS	fp.mov
VMOVSS_ld	fp.mov
VMOVSS_st	fp.mov
VMPSADBW	vec.logic
VMUL	fp.mul
VPACKUSDW	vec.shuffle
VPBLENDVB	vec.shuffle
VPBLENDW	vec.shuffle
VPBROADCASTB	vec.mov
VPBROADCASTD	vec.mov
VPBROADCASTQ	vec.mov
VPBROADCASTW	vec.mov
VPERM2x128	vec.shuffle
VPERMD	vec.shuffle
VPERMILPD	vec.shuffle
VPERMILPD_i	vec.shuffle
VPERMILPS	vec.shuffle
VPERMILPS_i	vec.shuffle
VPERMQ	vec.shuffle
VPGATHERD	vec.load
VPGATHERQ	vec.load
VPHMINPOSUW	vec.logic
VPMASKMOV	vec.mov
VPMASKMOV_st	vec.mov
VPMOVSXBD	vec.mov
VPMOVSXBQ	vec.mov
VPMOVSXBW	vec.mov
VPMOVSXDQ	vec.mov
VPMOVSXWD	vec.mov
VPMOVSXWQ	vec.mov
VPMOVZXBD	vec.mov
VPMOVZXBQ	vec.mov
VPMOVZXBW	vec.mov
VPMOVZXDQ	vec.mov
VPMOVZXWD	vec.mov
VPMOVZXWQ	vec.mov
VPSLLV	vec.logic
VPSRAV	vec.logic
VPSRLV	vec.logic
VPTEST	test
VRCP	fp.div
VROUNDPD	fp.cvt
VROUNDPS	fp.cvt
VROUNDSD	fp.cvt
VROUNDSS	fp.cvt
VRSQRT	fp.sqrt
VSHUF	vec.shuffle
VSQRT	fp.sqrt
VSUB	fp.sub
VTESTPD	test
VTESTPS	test
VUCOMI	fp.cmp
VUNPCKHPx	vec.shuffle
VUNPCKLPx	vec.shuffle
VZEROALL	vec.mov
VZEROUPPER	vec.mov
WAIT	nop
WRMSR	mov
WRxxBASE	mov
XADD	int.add
XCHG	xchg
XLAT	load
XOR	xor
XRSTOR	load
XSAVE	store
XSAVEOPT	store
multi0F	-	dispatcher: 0F 00/01/1A/1B/C7 are four unrelated groups (descriptor-table, MPX, cmpxchg8b/16b, rdrand) and one word would be wrong for three of them
x87	-	dispatcher: gen_x87 switches on the modrm byte over the whole x87 instruction set
