# THE OPERAND WALK'S ADJUDICATION TABLE.  srcwalk_worklist.py joins every
# (isa, mnemonic, register) that LOSES a published source register when the
# Capstone operand walk is deleted -- the exec171 price, 540,798 encodings --
# to these rows, and REFUSES on any losing signature that matches none, on any
# that matches two, and on any row here that matches nothing.
#
# THE ONE QUESTION EVERY ROW ANSWERS: does the ENCODING NAME the register?
#
# REAL-OPERAND      the encoding names it as an ordinary operand and QEMU does
#                   not state that read.  Remedy: a statement at QEMU's
#                   decoder.  A wire change; owes R13.
# REAL-VOCAB-GAP    the encoding names it and QEMU reads it, but the tracer
#                   has no declared regfile row to name it WITH.  Remedy: a
#                   second row source, the #332 precedent.
# REAL-QEMU-ELIDES  QEMU's chosen lowering drops a register the encoding
#                   names.  R15 verbatim: that is NEVER grounds to remove it
#                   from the wire.
# SUPERSET          the encoding does NOT name it, or a standing ruling says
#                   the read does not exist.  The walk over-named it and the
#                   wire is RIGHT to drop it.  Needs the ruling AND a
#                   whole-population arm -- plausibility is not a verdict.
# OPEN              no verdict.  MUST carry the question and the method that
#                   would answer it; the instrument refuses an OPEN row with
#                   no question mark in its note.
#
# MEASURED AT exec171 corpA/corpB (#tip 93cf8d1892, #so 4617703df32cf88b), the
# only banked pair in which arm B is the walk-deleted tree.  Counts in the
# notes are reg-INSTANCES over that pair unless they say encodings.
#
# class_id	isa	mnem_rx	reg_rx	disposition	citation	note
#
# RE-CUT AT exec181 AGAINST A WHOLE-POPULATION MEASUREMENT (D17).
#
# TRAP-STATE IS NO LONGER A ROW HERE.  `trapstate_probe.py` now reads QEMU's
# own ops for EVERY losing encoding on all four ISAs -- 307,823 of them, with
# both controls firing on every run -- and `srcwalk_worklist.py --trapstate`
# credits the disposition per ENCODING from that table instead of from a
# signature written by hand.  Twenty-eight rows retired with the change:
#
#   x86_64   x86-gpr-operand, x86-pred-operand, x86-abi-operand,
#            x86-flags-src, x86-ssp        (147,119 of 147,602 instances
#                                           read TRAP-ONLY)
#   aarch64  a64-sme-{pred,gpr,vec,abi}, a64-matrix-za, a64-fpctrl,
#            a64-prefetch-{gpr,vec,abi}, a64-ssp, a64-vctrl
#   mipsel   every *-trapstate row, mips-vec-operand, mips-fpctrl,
#            mips-abi-operand
#   riscv64  rv-ssp, rv-fpr
#
# They are RETIRED rather than left at zero because a row that claims nothing
# is how a worklist stops being one; the measurement that replaced them is
# reproducible from `trapstate_probe.py --isa <isa> --encs <losing encodings>`
# and its verdict tables are the evidence.
#
# TWO ROWS WERE NARROWED RATHER THAN RETIRED.  `x86-vec-operand` and
# `x86-sys` matched every mnemonic (`.`); after the probe only `movhlps` and
# `rdpmc` survive, so the rows now name them.  A wide pattern over a
# population that shrank would keep swallowing whatever reappeared, and the
# point of the join's UNCLAIMED refusal is that a new signature has to be
# looked at.
#
#
# EXEC182 RETIRED THREE MORE AARCH64 ROWS AND ONE MIPSEL ROW, for two
# different reasons that must not be confused with each other.
#
#   a64-gpr-executed, a64-abi-executed, a64-zero-named  ->  REPLACED by
#       a64-extr-lsb0, a64-bfm-fullwidth and a64-wfet-zero.  Their written
#       justification -- "every one names the register in its operand text ...
#       as an ordinary source operand" -- was TRUE AND NOT ENOUGH.  Naming is
#       not reading: `extr Xd,Xn,Xm,#0` is architecturally `Xd = Xm` and Xn
#       supplies no bit of the result, and a 64-bit `bfxil` at immr=0/imms=63
#       preserves nothing of its destination.  Both were called REAL-OPERAND
#       on the naming answer alone.  The whole-population arm is
#       `srcwalk_worklist.py --encfield`.
#
#   mips-zero-named  ->  RETIRED, no replacement.  Its whole population was
#       `ins`/`ext` encodings with an invalid field spec, which the swept
#       24Kf answers with EXCP_RI; the trapstate probe reads them TRAP-ONLY
#       and the row claims nothing.  This is the D17 route, not the naming
#       route, and it is retired on the same rule as the twenty-eight above.
#
#
# AND THE DEAD-VALUE PASS RETIRED TWO MORE MIPSEL ROWS.  `mips-acc` (4,224)
# and `mips-flags` (288) claimed the DSP accumulate and DSPControl
# populations.  On the model the corpus was swept at (24Kf, no DSP ASE) every
# one of those encodings raises EXCP_RI and the guest answers SIGILL; what
# kept them reading DATAPATH was the dead helper call's own argument setup,
# hoisted above the raise.  With the arguments read as the dead values they
# are, mipsel DATAPATH falls 2,579 -> 206 and both rows claim nothing.
#
# THE CONTROL THAT MAKES THIS QUOTABLE: the same re-sweep leaves aarch64,
# riscv64 and x86_64 verdict counts BYTE-IDENTICAL.  The pass fires on
# exactly the one ISA whose `check_dsp()` emits the raise and keeps
# generating, which is the defect it was written for.
#
# exec177-2's "mips-acc CONFIRMED REAL (#228 accumulate, 6,708 DATAPATH, $ac
# named)" is superseded.  The #228 accumulate shape is real where the ASE is
# ENABLED; on the swept model it is a trap, and that is what D17 is about.
#
a64-vec-narrow-upper	aarch64	^(addhn2|bfcvtn2|fcvtn2|fcvtxn2|raddhn2|rshrn2|rsubhn2|shrn2|sqrshrn2|sqrshrun2|sqshrn2|sqshrun2|sqxtn2|sqxtun2|subhn2|uqrshrn2|uqshrn2|uqxtn2|xtn2)$	^REG_VEC\d+$	SUPERSET	R7.1 verbatim at include/exec/insn-dataflow.h:1783 -- "the fact that a register's upper contents may not be modified does not imply it is a source AND a destination for the instruction unless the instruction specifically takes it as a source"; ARM ARM C7.2 the `2` forms write the UPPER half and leave the lower half UNCHANGED; srcwalk_worklist.py --encfield aarch64:<family>:30:30 (1536/1536 = Q=1) and --regfield aarch64:<family>:4:0 (1536/1536 MATCH); QEMU's own ops for 4e21281f `xtn2 v31.16b, v0.8h` read env+0xcf0/0xcf8 (v0) and write env+0x2bf8 (v31's UPPER half) -- v31's lower half at 0x2bf0 is neither read nor written	1,536 instances on 19 mnemonics, and the two arms partition the claim exactly: EVERY losing encoding has Q=1 (the `2` form, whole population, not a sample) and EVERY losing register is the DESTINATION named by bits 4:0. R7.1 rules on this shape and rules it NOT a source: a half the instruction preserves is not a half it reads, and none of these 19 mnemonics takes Vd as a source in its definition. QEMU is right and the walk over-named. THE SLOT IS LOAD-BEARING and is why this is a different row from a64-vec-shift-esize below, whose losing register is the SOURCE for a different reason.
a64-vec-shift-zero-insert	aarch64	^(sli|shl)$	^REG_VEC\d+$	SUPERSET	ARM ARM C7.2.328 SLI: the destination bits OUTSIDE the inserted field are preserved, and at shift 0 that set is EMPTY; C7.2.322 SHL: Vd = Vn << shift, Vd is a destination only; srcwalk_worklist.py --encfield aarch64:^sli$:22:16 (78/78 = 0x08) and :^shl$: (3/3 = 0x08), immh=0b0001 so esize=8 and shift = immh:immb - esize = 0; --regfield aarch64:^(sli|shl)$:4:0 (81/81 MATCH); QEMU's ops for 2f08541f `sli v31.8b, v0.8b, #0` are ld_i64 of v0 and st_i64 into v31 -- v31 is never read	81 instances, ALL at shift 0 on 8-bit elements, measured over the family and not sampled, and ALL of them the DESTINATION (bits 4:0). Same third question as a64-bfm-fullwidth: a merging partial write reads the word it preserves -- but an insert that covers every bit preserves nothing, so there is no preserve-read to state. SHL never took Vd as a source at any shift and is here only because the walk names it.
a64-vec-shift-esize	aarch64	^(sri|usra|srsra|ushr|srshr)$	^REG_VEC\d+$	SUPERSET	The a64-extr-lsb0 precedent (a711a8e909) verbatim: a named operand of an EXECUTING instruction that contributes ZERO BITS to the result is not read. srcwalk_worklist.py --encfield aarch64:<family>:22:16 (294/294 = 0x08, immh=0b0001 so esize=8 and the right-shift amount = 2*esize - immh:immb = 8 = esize) and --regfield aarch64:<family>:9:5 (294/294 MATCH = Rn, the SOURCE); ARM ARM C7.2: at shift == esize USHR/SRSHR yield 0 for every input ((x+2^7)>>8 == 0 for x in [-128,127]), USRA/SRSRA add that 0 to Vd, and SRI's inserted field is zero-width; QEMU's ops for 2f080400/0f082400/2f081401/0f083401/2f084401 read NO vector register	294 instances on 5 mnemonics, ALL at the maximum right shift for 8-bit elements, measured over the family and not sampled, and ALL of them the SOURCE Rn (bits 9:5) -- NOT the destination, which is why this cannot share a row with a64-vec-narrow-upper above. At shift == esize the source is shifted entirely out: the result is a constant 0 (ushr/srshr), Vd unchanged (usra/srsra/sri), and Vn supplies no bit of it. FILED IN PASSING, and it is NOT this bar's subject: USRA/SRSRA/SRI do read Vd architecturally and Vd is on NEITHER arm, so the walk never named it either -- a pre-existing Capstone gap, not a loss the deletion causes.
#
# EXEC183 RETIRED a64-sys AND x86-sys-pmc, both to the D17 route and neither
# by a written verdict: `trapstate_probe.py` grew a second witness and both
# populations left the table.
#
#   a64-sys      768 sysl, the half exec177 could not explain.  The block is
#                `call tidcp_el0,$0x2,$0,env,$0x62102c01` + an UNCONDITIONAL
#                `call exception_with_syndrome,...,$0x2000000` (EC 0x00,
#                unallocated) and the guest answers SIGILL.  The probe read
#                DATAPATH only because a CALL sat above the raise; the call
#                takes `env` and one constant syndrome and cannot see a single
#                operand of the encoding.  They are the same EC 0x00 trap as
#                the 5,354 siblings already credited.
#
#   x86-sys-pmc    3 rdpmc.  Its whole block is `call rdpmc,$0xa,$0,env` with
#                NO exception helper anywhere -- the raise is inside the
#                helper, #GP at CPL3 with CR4.PCE clear -- and the guest
#                answers SIGSEGV.  The performance counter the row was asking
#                about is never reached, so the question "does the counter
#                need a wire name it does not have?" has no subject in this
#                corpus.
#
# THE CONTROL, and it is what makes both quotable: over the same 307,823
# encodings the re-sweep moves aarch64 by EXACTLY 768 and x86_64 by EXACTLY
# 3, every one DATAPATH -> TRAP-ONLY, and riscv64 and mipsel are
# BYTE-IDENTICAL (0 encodings changed on either).  cst_runs/exec183/
# SWEEPDIFF.txt.
mips-zero-source-fold	mipsel	^(mul|and)$	^REG_GPR\d+$	SUPERSET	The a64-extr-lsb0 precedent (a711a8e909) verbatim: a named operand of an EXECUTING instruction that contributes ZERO BITS to the result is not read.  srcwalk_worklist.py --encfield mipsel:^(mul|and)$:25:21 reads rs == $zero on 138/138 and --regfield mipsel:^(mul|and)$:20:16 reads the LOST register as rt on 138/138.  MIPS64 Vol II AND: GPR[rd] = GPR[rs] AND GPR[rt]; MUL: GPR[rd] = GPR[rs] x GPR[rt].  QEMU's own ops for 70011802 `mul $v1,$zero,$at` and 00011824 `and $v1,$zero,$at` are a single `mov_i32 v1,$0x0` -- neither reads $at	138 instances, and the two arms partition the claim: EVERY losing encoding has rs == $zero, and EVERY losing register is rt.  `0 AND x` and `0 x x` are 0 for every x, so rt supplies no bit of the result -- the same third question a64-extr-lsb0 asks, on a different ISA.  THE ROW THIS REPLACES read REAL-OPERAND with the note "Ordinary rs/rt operands on instructions that run", which is true of the family and false of the population that survived the trapstate re-sweep: ins/append/lsa/mtc2 left with the D17 credit and what remains is only the zero-source fold.
mips-cmov-static	mipsel	^(movz\.s|movz\.d|movn\.s|movn\.d)$	^REG_FPR\d+$	SUPERSET	MIPS64 Vol II MOVZ.fmt: if GPR[rt] = 0 then FPR[fd] = FPR[fs] else FPR[fd] UNCHANGED; MOVN.fmt is the complement.  srcwalk_worklist.py --encfield mipsel:<family>:20:16 reads rt == $zero on 136/136, which makes MOVZ's condition statically TRUE and MOVN's statically FALSE; --regfield mipsel:^(movz\.s|movz\.d)$:10:6 reads the lost register as fd on 68/68 and --regfield mipsel:^(movn\.s|movn\.d)$:15:11 reads it as fs on 68/68	136 instances, and the two halves lose OPPOSITE OPERANDS for complementary reasons -- which is why one row could not carry both and why the slot arm had to be run per half.  With rt == $zero the MOVZ forms ALWAYS move, so fd is never preserved and is not read; the MOVN forms NEVER move, so fs is never read.  Each half loses exactly the operand its own condition makes dead, whole population, not sampled.
mips-trap-sysexc	mipsel	^(tlt|tlti|tltiu|tltu|tne|tnei)$	^REG_SYS	SUPERSET	MIPS64 Vol II TLT/TLTU/TNE and their immediate forms: "Compare the contents of GPR rs and GPR rt (or the immediate); if the condition is true, take a Trap exception."  The comparison reads TWO GENERAL REGISTERS and no system register, so there is no architectural read for REG_SYSEXC to be; R7.4 (a trap-DECIDING CSR is a source) has no subject here because nothing on MIPS decides a trap from a CSR.  The corpus's own rows name it: `mipsel 32000000 tlt REG_ZERO,REG_SYSEXC` in arm A, REG_ZERO alone in arm B, 111/111 losing registers REG_SYSEXC	111 instances on the six conditional traps, and the losing register is REG_SYSEXC in every one -- Capstone's IMPLICIT operand for the exception the instruction may RAISE, not a register it reads.  exec177 left this OPEN asking "which register does REG_SYS mean here, and is it one the ISA names?"  It is the exception register, and the ISA names it as a DESTINATION of the trap, never as a source of the comparison.  The R16 reading the row offered ("a NOP semantic still has real dependencies") is correct and does not help: the dependencies of a trap test are its two GPRs, and those are on the wire.
rv-vctrl	riscv64	^vsetivli$	^REG_VCTRL$	SUPERSET	target/riscv/insn_trans/trans_rvv.c.inc, the note_vector_config_read() comment: "NOT ON vsetvl/vsetvli/vsetivli... those instructions WRITE vtype and vl and compute the new values from their operands (vsetivli from two immediates, reading neither register)"; do_vsetivli() at :248 passes two TCG constants and writes only rd; R7.1	96 instances and the losing mnemonic set is EXACTLY {vsetivli} -- no vsetvl, no vsetvli, which is the line the source comment draws. The one vset form that DOES read vl (vsetvl with rd==0 and rs1==0, "keep the current vl") reads cpu_vl through a real op the walk already sees, and it does not appear in the losing set. Capstone's REG_VCTRL source is an over-name; the wire is RIGHT to drop it.
rv-vec-load-group	riscv64	^vl[0-9]+r(e[0-9]+)?\.v$	^REG_VEC\d+$	SUPERSET	target/riscv/insn_trans/trans_rvv.c.inc, ldst_whole_trans()'s comment: "THE LOAD FORMS GET NOTHING, and the asymmetry is the point. For vl4re8.v the other three registers are DESTINATIONS. Capstone publishes them in the source list because its operand model marks the whole group; R7.1 says a destination is not a source, so the drop on that half is RIGHT and stating it here would fabricate three reads"	88 instances over 12 mnemonics and EVERY ONE IS A LOAD FORM -- vl2r/vl4r/vl8r and their e16/e32/e64 spellings. Zero store forms (vs*r.v) appear in the losing set, which is the asymmetry the source comment predicts: the STORE half's group members are stated by QEMU as real reads, so they never lost anything. The mnemonic pattern is scoped to the load forms on purpose -- a store form appearing here later must REFUSE as unclaimed, not be absorbed by a rule written for its opposite.
rv-csr-generic	riscv64	^(csrr|csrs|csrc|csrsi|csrci|csrrw|csrrs|csrrc|csrrwi|csrrsi|csrrci|rdcycle|rdtime|rdinstret)$	^REG_SYS$	SUPERSET	The losing register is REG_SYS -- Capstone's word for "some system register" -- and arm B ALREADY NAMES THE SPECIFIC ONE on every losing encoding: 23/23, measured by cst_runs/exec183/genericarm.py, e.g. `riscv64 732000c0 rdcycle REG_ZERO,REG_SYSTIMER,REG_SYS` in arm A against `REG_ZERO,REG_SYSTIMER` in arm B.  The specific name is QEMU's, stated at gen_note_csr_read() in target/riscv/insn_trans/trans_rvi.c.inc off riscv_get_csr_ops(), and it is on the wire in BOTH arms	23 instances over the csr* family and the three read-only counter aliases.  exec177 left this OPEN and exec183 first re-filed it REAL-OPERAND on the plain reading that `csrrs rd, csr, rs1` reads the CSR -- WHICH IT DOES, and which is beside the point: the read is already published, by NAME, from QEMU's own csr_ops table.  What the deletion removes is a second, UNNAMED entry beside it.  Losing a placeholder while keeping the fact it stood in for is a precision GAIN, and the arm is the one that distinguishes the two: an encoding that lost REG_SYS and whose arm-B list named nothing specific would be a real loss and the instrument counts those apart -- there are none.  Same shape as mips-trap-sysexc on the other ISA.
rv-zimop-noread	riscv64	^(mop\.r\.\d+|mop\.rr\.\d+|cmop\.\d+)$	^REG_(LR|SP|FP_REG|TLS|GPR\d+|SYS)	SUPERSET	RISC-V Zimop/Zcmop: an unredefined MOP writes 0 to x[rd] and reads NO source register.  QEMU agrees by emitting nothing at all -- the whole population, five encodings (73c0c0cd, 734010ce, 734050ce, 8160, 8162), contributes ZERO ops to its block (cst_runs/exec183/RV_DUMP.txt).  Capstone spells them sspush/sspopchk because its tables assume Zicfiss, which this CPU model does not implement; the operands it names are that extension's, not this machine's	10 instances over 5 encodings -- the whole family, enumerated rather than sampled, because the family IS five encodings.  The row spans three of the old buckets (rv-sys, rv-abi-operand, rv-gpr-operand) on purpose: the walk names a GPR, an ABI-named GPR and REG_SYS for the same instruction and all three are the same over-name, so splitting them across rows would make three separate arguments out of one measurement.
rv-andi-zero-imm	riscv64	^andi$	^REG_(LR|SP|FP_REG|GPR\d+)$	SUPERSET	The a64-extr-lsb0 precedent (a711a8e909): a named operand contributing ZERO BITS is not read.  `andi rd, rs1, 0` is 0 for every rs1.  Whole population, six encodings, QEMU's ops read `mov_i64 rd,$0x0` in every one and name no source (cst_runs/exec183/RV_DUMP.txt); --encfield riscv64:^andi$:31:20 reads imm == 0 on the three 32-bit forms and ABSTAINS on the three compressed ones, whose bits above 15 do not exist -- the dump covers those	6 instances, 6 encodings, and the arm is the enumeration because the population is six.  NOTE THE INSTRUMENT LIMIT, stated rather than worked around: --encfield cannot read a C.ANDI immediate, which is split across bit 12 and bits 6:2, so it refuses those rows instead of reading the zero padding as an answer, and the op dump is what covers them.
rv-amocas-zero-pair	riscv64	^amocas\.q$	^REG_LR$	SUPERSET	RISC-V Zacas: AMOCAS.Q's rd and rs2 name EVEN-NUMBERED register PAIRS, and x0 as either names the VALUE ZERO rather than the pair (x0,x1) -- x1 is not part of it.  Whole population, 16 encodings, QEMU's own ops agree: for every one the compare operand is `zero` and QEMU materialises `mov_i64 loc3,$0x0` + `mov_i64 loc4,$0x0` for BOTH halves, while the rs2 pair when it is NOT x0 reads both halves for real (`mov_i64 loc6,x16/a6` + `mov_i64 loc7,x17/a7` on 2f400029).  cst_runs/exec183/RV_DUMP.txt	16 instances over 16 encodings -- the whole family, enumerated.  exec174 left this OPEN asking "is REG_LR the odd half of a pair the encoding names by its even number?"  It is, and the answer turns on which pair: the walk expands the x0 compare pair to (x0,x1) and publishes x1, which Zacas says is not a register of the instruction at all.  The SAME dump shows the arm that would refute a lazy version of this ruling -- a rs2 pair that is not x0 has BOTH halves read -- so the row is scoped to the x0 case by the population, not by a hope.
